S.No.,GSTIN,Supplier Name,Export Invoice Number ,Export Date ,Export Value, GSTR 2B , Taxable Value as per GSTR 2B ,Category of Input Supplies,HSN/SAC,CGST Amount,SGST Amount,IGST Amount,Cess, Eligible for ITC ,3B Month
162,27AAQFC5741G1Z8,COMET BRASS PRODUCTS,5472,3/4/2024,10220,10220,10220, Inputs ,85389000,0,0,1839.6,, Yes ,Oct-22
163,27AAFCD0959F1ZO,DALAL PLASTICS PRIVATE LIMITED,NMD23/7734,3/2/2024,5700,5700,5700, Inputs ,84833000,0,0,1026,, Yes ,Oct-22
164,27AAFCD0959F1ZO,DALAL PLASTICS PRIVATE LIMITED,NMD23/7868,3/9/2024,7638,7638,7638, Inputs ,84833000,0,0,1375,, Yes ,Oct-22
165,24AAGCD5792B1ZS,DEEPDEAL ELECTRICALS PRIVATE LIMITED,23-24/9286,3/4/2024,51300,51300,51300, Inputs ,8536,4617,4617,0,, Yes ,Oct-22
166,24AAGCD5792B1ZS,DEEPDEAL ELECTRICALS PRIVATE LIMITED,23-24/10032,3/27/2024,38475,38475,38475, Inputs ,8536,3462.75,3462.75,0,, Yes ,Oct-22
167,27AABPP0911C1ZB,DELTA CONTROL ENGINEERING CORPORATION,2023-24/424,3/7/2024,59200,59200,59200, Inputs ,90303200,0,0,10656,, Yes ,Oct-22
168,24AUWPP3319H1Z9,DEVI CORPORATION,D/0208,3/1/2024,2835,2835,2835, Inputs ,76161000,255.13,255.13,0,, Yes ,Oct-22
169,24AUWPP3319H1Z9,DEVI CORPORATION,D/0211,3/4/2024,20210,20210,20210, Inputs ,76161000,1818.92,1818.92,0,, Yes ,Oct-22
170,24AUWPP3319H1Z9,DEVI CORPORATION,D/0216,3/4/2024,8220,8220,8220, Inputs ,76161000,739.83,739.83,0,, Yes ,Oct-22
171,24AUWPP3319H1Z9,DEVI CORPORATION,D/0219,3/6/2024,2248,2248,2248, Inputs ,76161000,202.35,202.35,0,, Yes ,Oct-22
172,24AAPFD4279F1Z9,DEVU CHEM LLP,23-24/2324,3/21/2024,18720,18720,18720, Inputs ,8207,1684.8,1684.8,0,, Yes ,Oct-22
173,24ABTPD2011J1ZZ,DISHA ENGINEERS,1893/23-24,3/23/2024,38000,38000,38000, Capital Goods ,84271000,3420,3420,0,, Yes ,Oct-22
174,24ABTPD2011J1ZZ,DISHA ENGINEERS,1894/23-24,3/23/2024,19000,19000,19000, Capital Goods ,84271000,1710,1710,0,, Yes ,Oct-22
175,24APCPS2529F1Z2,DIVINE INDUSTRIES,T/23-24/0272,3/4/2024,344500,344500,344500, Inputs ,76169910,31005,31005,0,, Yes ,Oct-22
176,24APCPS2529F1Z2,DIVINE INDUSTRIES,T/23-24/0276,3/7/2024,226080,226080,226080, Inputs ,76169910,20347.2,20347.2,0,, Yes ,Oct-22
177,24APCPS2529F1Z2,DIVINE INDUSTRIES,T/23-24/0278,3/8/2024,243000,243000,243000, Inputs ,76169910,21870,21870,0,, Yes ,Oct-22
178,24APCPS2529F1Z2,DIVINE INDUSTRIES,T/23-24/0280,3/11/2024,199580,199580,199580, Inputs ,76169910,17962.2,17962.2,0,, Yes ,Oct-22
179,24APCPS2529F1Z2,DIVINE INDUSTRIES,T/23-24/0281,3/11/2024,91800,91800,91800, Inputs ,76169910,8262,8262,0,, Yes ,Oct-22
180,24APCPS2529F1Z2,DIVINE INDUSTRIES,T/23-24/0286,3/13/2024,497720,497720,497720, Inputs ,76169910,44794.8,44794.8,0,, Yes ,Oct-22
181,24APCPS2529F1Z2,DIVINE INDUSTRIES,T/23-24/0289,3/18/2024,401900,401900,401900, Inputs ,76169910,36171,36171,0,, Yes ,Oct-22
182,26AAJFD3215B2Z0,DURGA METAL CORPORATION,791/23-24,3/20/2024,7272,7272,7272, Inputs ,85441190,0,0,1308.96,, Yes ,Oct-22
183,24AAEFE6324M1ZE,ELECTRICAL RESEARCH & TESTING ORGANISATION,ERTO/2324/543,3/18/2024,107625,107625,107625, Input Services ,998346,9686.25,9686.25,0,, Yes ,Oct-22
184,24AAATE0499H2ZR,ELECTRICAL RESEARCH AND DEVELOPMENT ASSOCIATION,SINV-2324-18523,3/6/2024,6750,6750,6750, Input Services ,998112,607.5,607.5,0,, Yes ,Oct-22
185,24AAATE0499H2ZR,ELECTRICAL RESEARCH AND DEVELOPMENT ASSOCIATION,SINV-2324-18670,3/9/2024,8291,8291,8291, Input Services ,998112,746.21,746.21,0,, Yes ,Oct-22
186,24AAATE0499H2ZR,ELECTRICAL RESEARCH AND DEVELOPMENT ASSOCIATION,SINV-2324-18919,3/14/2024,345,345,345, Input Services ,998112,31.05,31.05,0,, Yes ,Oct-22
187,24AAATE0499H2ZR,ELECTRICAL RESEARCH AND DEVELOPMENT ASSOCIATION,SINV-2324-19039,3/18/2024,51075,51075,51075, Input Services ,998112,4596.78,4596.78,0,, Yes ,Oct-22
188,24AAATE0499H2ZR,ELECTRICAL RESEARCH AND DEVELOPMENT ASSOCIATION,SINV-2324-19048,3/19/2024,2344,2344,2344, Input Services ,998112,210.94,210.94,0,, Yes ,Oct-22
189,24AAATE0499H2ZR,ELECTRICAL RESEARCH AND DEVELOPMENT ASSOCIATION,SINV-2324-19049,3/19/2024,8250,8250,8250, Input Services ,998112,742.5,742.5,0,, Yes ,Oct-22
190,24AAATE0499H2ZR,ELECTRICAL RESEARCH AND DEVELOPMENT ASSOCIATION,SINV-2324-19145,3/19/2024,37838,37838,37838, Input Services ,998112,3405.4,3405.4,0,, Yes ,Oct-22
191,24AAATE0499H2ZR,ELECTRICAL RESEARCH AND DEVELOPMENT ASSOCIATION,SINV-2324-19933,3/29/2024,6750,6750,6750, Input Services ,998112,607.5,607.5,0,, Yes ,Oct-22
192,26AAACE6762E1ZR,ELECTROPLAST INDIA PRIVATE LTD,EPIL/23-24/4578,3/12/2024,7980,7980,7980, Inputs ,39253000,0,0,1436.4,, Yes ,Oct-22
193,26AAACE6762E1ZR,ELECTROPLAST INDIA PRIVATE LTD,EPIL/23-24/4606,3/14/2024,7980,7980,7980, Inputs ,39253000,0,0,1436.4,, Yes ,Oct-22
194,26AAACE6762E1ZR,ELECTROPLAST INDIA PRIVATE LTD,EPIL/23-24/4655,3/18/2024,4269,4269,4269, Inputs ,39253000,0,0,768.47,, Yes ,Oct-22
195,26AAACE6762E1ZR,ELECTROPLAST INDIA PRIVATE LTD,EPIL/23-24/4679,3/19/2024,8050,8050,8050, Inputs ,39253000,0,0,1449,, Yes ,Oct-22
196,24APWPS5694B1ZA,ELITE ENTERPRISES,520/23-24,3/8/2024,6704,6704,6704, Inputs ,39191000,603.36,603.36,0,, Yes ,Oct-22
197,24APWPS5694B1ZA,ELITE ENTERPRISES,525/23-24,3/9/2024,6704,6704,6704, Inputs ,39191000,603.36,603.36,0,, Yes ,Oct-22
198,24APWPS5694B1ZA,ELITE ENTERPRISES,545/23-24,3/20/2024,256500,256500,256500, Inputs ,39191000,23085,23085,0,, Yes ,Oct-22
199,29AFXPK0112P1ZW,ELTEL INDUSTRIES,EI-125,3/25/2024,750000,750000,750000, Capital Goods ,84191190,0,0,135000,, Yes ,Oct-22
200,24ABMPH1821P1ZI,F M AUTO AIRCON,111,3/13/2024,31345,31345,31345, Input Services ,998717,2821.05,2821.05,0,, Yes ,Oct-22
201,24ABMPH1821P1ZI,F M AUTO AIRCON,112,3/13/2024,2375,2375,2375, Input Services ,998717,213.75,213.75,0,, Yes ,Oct-22
202,27AEZPT4488A1ZR,FAKHRI METALS,G4247/23-24,3/11/2024,467500,467500,467500, Inputs ,84818020,0,0,84150,, Yes ,Oct-22
203,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002039,3/1/2024,48750,48750,48750, Inputs ,48081000,4387.5,4387.5,0,, Yes ,Oct-22
204,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002044,3/2/2024,46350,46350,46350, Inputs ,48081000,4171.5,4171.5,0,, Yes ,Oct-22
205,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002045,3/2/2024,15096,15096,15096, Inputs ,48081000,1358.64,1358.64,0,, Yes ,Oct-22
206,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002047,3/4/2024,32500,32500,32500, Inputs ,48081000,2925,2925,0,, Yes ,Oct-22
207,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002048,3/4/2024,17100,17100,17100, Inputs ,48081000,1539,1539,0,, Yes ,Oct-22
208,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002050,3/4/2024,5600,5600,5600, Inputs ,48081000,504,504,0,, Yes ,Oct-22
209,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002052,3/4/2024,4910,4910,4910, Inputs ,48081000,441.9,441.9,0,, Yes ,Oct-22
210,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002053,3/4/2024,4424,4424,4424, Inputs ,48081000,398.16,398.16,0,, Yes ,Oct-22
211,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002054,3/4/2024,13931,13931,13931, Inputs ,48081000,1253.79,1253.79,0,, Yes ,Oct-22
212,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002055,3/4/2024,1950,1950,1950, Inputs ,48081000,175.5,175.5,0,, Yes ,Oct-22
213,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002056,3/4/2024,6000,6000,6000, Inputs ,48081000,540,540,0,, Yes ,Oct-22
214,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002059,3/5/2024,81250,81250,81250, Inputs ,48081000,7312.5,7312.5,0,, Yes ,Oct-22
215,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002060,3/5/2024,29250,29250,29250, Inputs ,48081000,2632.5,2632.5,0,, Yes ,Oct-22
216,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002061,3/5/2024,9600,9600,9600, Inputs ,48081000,864,864,0,, Yes ,Oct-22
217,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002064,3/5/2024,18870,18870,18870, Inputs ,48081000,1698.3,1698.3,0,, Yes ,Oct-22
218,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002065,3/5/2024,3774,3774,3774, Inputs ,48081000,339.66,339.66,0,, Yes ,Oct-22
219,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002081,3/7/2024,38438,38438,38438, Inputs ,48081000,3459.42,3459.42,0,, Yes ,Oct-22
220,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002082,3/7/2024,8640,8640,8640, Inputs ,48081000,777.6,777.6,0,, Yes ,Oct-22
221,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002083,3/7/2024,12024,12024,12024, Inputs ,48081000,1082.16,1082.16,0,, Yes ,Oct-22
222,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002095,3/8/2024,24195,24195,24195, Inputs ,48081000,2177.55,2177.55,0,, Yes ,Oct-22
223,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002096,3/8/2024,47586,47586,47586, Inputs ,48081000,4282.74,4282.74,0,, Yes ,Oct-22
224,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002099,3/9/2024,11400,11400,11400, Inputs ,48081000,1026,1026,0,, Yes ,Oct-22
225,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002100_A,3/9/2024,720,#N/A,#N/A, Inputs ,48081000,43.2,43.2,0,, Yes ,Oct-22
226,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002100,3/9/2024,1155,720,720, Inputs ,48081000,103.95,103.95,0,, Yes ,Oct-22
227,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002101,3/9/2024,768,768,768, Inputs ,48081000,46.08,46.08,0,, Yes ,Oct-22
228,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002101_A,3/9/2024,1232,#N/A,#N/A, Inputs ,48081000,110.88,110.88,0,, Yes ,Oct-22
229,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002102,3/9/2024,960,960,960, Inputs ,48081000,86.4,86.4,0,, Yes ,Oct-22
230,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002103,3/9/2024,5760,5760,5760, Inputs ,48081000,518.4,518.4,0,, Yes ,Oct-22
231,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002104,3/9/2024,1152,1152,1152, Inputs ,48081000,103.68,103.68,0,, Yes ,Oct-22
232,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002105,3/9/2024,1296,1296,1296, Inputs ,48081000,116.64,116.64,0,, Yes ,Oct-22
233,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002106,3/9/2024,2736,2736,2736, Inputs ,48081000,246.24,246.24,0,, Yes ,Oct-22
234,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002111_A,3/9/2024,1536,#N/A,#N/A, Inputs ,48081000,92.16,92.16,0,, Yes ,Oct-22
235,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002111,3/9/2024,2464,1536,1536, Inputs ,48081000,221.76,221.76,0,, Yes ,Oct-22
236,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002113,3/11/2024,23042,23042,23042, Inputs ,48081000,2073.78,2073.78,0,, Yes ,Oct-22
237,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002114,3/11/2024,15450,15450,15450, Inputs ,48081000,1390.5,1390.5,0,, Yes ,Oct-22
238,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002124,3/12/2024,19950,19950,19950, Inputs ,48081000,1795.5,1795.5,0,, Yes ,Oct-22
239,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002125,3/12/2024,25650,25650,25650, Inputs ,48081000,2308.5,2308.5,0,, Yes ,Oct-22
240,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002126,3/12/2024,43260,43260,43260, Inputs ,48081000,3893.4,3893.4,0,, Yes ,Oct-22
241,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002135,3/13/2024,128400,128400,128400, Inputs ,48081000,11556,11556,0,, Yes ,Oct-22
242,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002141,3/13/2024,37866,37866,37866, Inputs ,48081000,3407.94,3407.94,0,, Yes ,Oct-22
243,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002144,3/13/2024,10460,10460,10460, Inputs ,48081000,941.4,941.4,0,, Yes ,Oct-22
244,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002159,3/14/2024,113750,113750,113750, Inputs ,48081000,10237.5,10237.5,0,, Yes ,Oct-22
245,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002160,3/14/2024,38600,1499,1499, Inputs ,48081000,3474,3474,0,, Yes ,Oct-22
246,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002160_A,3/14/2024,1499,#N/A,#N/A, Inputs ,48081000,89.94,89.94,0,, Yes ,Oct-22
247,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002161,3/14/2024,63399,63399,63399, Inputs ,48081000,5705.91,5705.91,0,, Yes ,Oct-22
248,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002169,3/16/2024,10881,10881,10881, Inputs ,48081000,979.29,979.29,0,, Yes ,Oct-22
249,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002170,3/16/2024,15030,15030,15030, Inputs ,48081000,1352.7,1352.7,0,, Yes ,Oct-22
250,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002171,3/16/2024,25280,25280,25280, Inputs ,48081000,2275.2,2275.2,0,, Yes ,Oct-22
251,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002172,3/16/2024,16668,16668,16668, Inputs ,48081000,1500.12,1500.12,0,, Yes ,Oct-22
252,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002174,3/18/2024,3228,3228,3228, Inputs ,48081000,290.52,290.52,0,, Yes ,Oct-22
253,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002175,3/18/2024,35880,35880,35880, Inputs ,48081000,3229.2,3229.2,0,, Yes ,Oct-22
254,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002176,3/18/2024,7548,7548,7548, Inputs ,48081000,679.32,679.32,0,, Yes ,Oct-22
255,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002177,3/18/2024,30192,30192,30192, Inputs ,48081000,2717.28,2717.28,0,, Yes ,Oct-22
256,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002184,3/19/2024,35880,35880,35880, Inputs ,48081000,3229.2,3229.2,0,, Yes ,Oct-22
257,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002185,3/19/2024,79332,79332,79332, Inputs ,48081000,7139.88,7139.88,0,, Yes ,Oct-22
258,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002186,3/19/2024,96113,96113,96113, Inputs ,48081000,8650.17,8650.17,0,, Yes ,Oct-22
259,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002187,3/19/2024,300,300,300, Inputs ,48081000,18,18,0,, Yes ,Oct-22
260,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002188,3/19/2024,27980,11100,11100, Inputs ,48081000,2518.2,2518.2,0,, Yes ,Oct-22
261,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002188_A,3/19/2024,11100,#N/A,#N/A, Inputs ,48081000,666,666,0,, Yes ,Oct-22
262,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002189,3/19/2024,19950,19950,19950, Inputs ,48081000,1795.5,1795.5,0,, Yes ,Oct-22
263,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002190,3/19/2024,14460,14460,14460, Inputs ,48081000,1301.4,1301.4,0,, Yes ,Oct-22
264,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002196,3/20/2024,6040,6040,6040, Inputs ,48081000,543.6,543.6,0,, Yes ,Oct-22
265,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002197,3/20/2024,23682,23682,23682, Inputs ,48081000,2131.38,2131.38,0,, Yes ,Oct-22
266,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002204,3/21/2024,24120,24120,24120, Inputs ,48081000,2170.8,2170.8,0,, Yes ,Oct-22
267,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002209,3/22/2024,212202,212202,212202, Inputs ,48081000,19098.18,19098.18,0,, Yes ,Oct-22
268,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002211,3/22/2024,7548,7548,7548, Inputs ,48081000,679.32,679.32,0,, Yes ,Oct-22
269,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002216,3/22/2024,46350,46350,46350, Inputs ,48081000,4171.5,4171.5,0,, Yes ,Oct-22
270,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002222,3/23/2024,71760,71760,71760, Inputs ,48081000,6458.4,6458.4,0,, Yes ,Oct-22
271,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002223,3/23/2024,37730,37730,37730, Inputs ,48081000,3395.7,3395.7,0,, Yes ,Oct-22
272,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002224,3/23/2024,30793,30793,30793, Inputs ,48081000,2771.37,2771.37,0,, Yes ,Oct-22
273,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002225,3/23/2024,22040,22040,22040, Inputs ,48081000,1983.6,1983.6,0,, Yes ,Oct-22
274,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002226,3/23/2024,6300,6300,6300, Inputs ,48081000,567,567,0,, Yes ,Oct-22
275,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002227_A,3/23/2024,4497,#N/A,#N/A, Inputs ,48081000,269.82,269.82,0,, Yes ,Oct-22
276,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002227,3/23/2024,39200,4497,4497, Inputs ,48081000,3528,3528,0,, Yes ,Oct-22
277,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002228,3/23/2024,33020,33020,33020, Inputs ,48081000,2971.8,2971.8,0,, Yes ,Oct-22
278,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002229,3/23/2024,15487,15487,15487, Inputs ,48081000,1393.83,1393.83,0,, Yes ,Oct-22
279,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002236,3/26/2024,43260,43260,43260, Inputs ,48081000,3893.4,3893.4,0,, Yes ,Oct-22
280,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002237,3/26/2024,2130,2130,2130, Inputs ,48081000,191.7,191.7,0,, Yes ,Oct-22
281,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002239,3/26/2024,57000,57000,57000, Inputs ,48081000,5130,5130,0,, Yes ,Oct-22
282,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002240,3/26/2024,48240,48240,48240, Inputs ,48081000,4341.6,4341.6,0,, Yes ,Oct-22
283,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002241,3/26/2024,4090,4090,4090, Inputs ,48081000,368.1,368.1,0,, Yes ,Oct-22
284,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002242,3/26/2024,20183,20183,20183, Inputs ,48081000,1816.47,1816.47,0,, Yes ,Oct-22
285,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002243,3/26/2024,48240,48240,48240, Inputs ,48081000,4341.6,4341.6,0,, Yes ,Oct-22
286,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002244,3/26/2024,31350,31350,31350, Inputs ,48081000,2821.5,2821.5,0,, Yes ,Oct-22
287,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002245,3/26/2024,3930,3930,3930, Inputs ,48081000,353.7,353.7,0,, Yes ,Oct-22
288,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002247,3/27/2024,33990,33990,33990, Inputs ,48081000,3059.1,3059.1,0,, Yes ,Oct-22
289,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002248,3/27/2024,9768,9768,9768, Inputs ,48081000,879.12,879.12,0,, Yes ,Oct-22
290,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002249,3/27/2024,31950,31950,31950, Inputs ,48081000,2875.5,2875.5,0,, Yes ,Oct-22
291,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002250,3/27/2024,71760,71760,71760, Inputs ,48081000,6458.4,6458.4,0,, Yes ,Oct-22
292,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002254,3/27/2024,2850,2850,2850, Inputs ,48081000,256.5,256.5,0,, Yes ,Oct-22
293,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002255,3/27/2024,5010,5010,5010, Inputs ,48081000,300.6,300.6,0,, Yes ,Oct-22
294,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002256,3/27/2024,20750,20750,20750, Inputs ,48081000,1867.5,1867.5,0,, Yes ,Oct-22
295,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002259,3/28/2024,97500,97500,97500, Inputs ,48081000,8775,8775,0,, Yes ,Oct-22
296,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002263,3/28/2024,71760,71760,71760, Inputs ,48081000,6458.4,6458.4,0,, Yes ,Oct-22
297,24AAACF5951E1ZX,FICUS PAX PRIVATE LIMITED,8008/2324/002268,3/29/2024,1875,1875,1875, Inputs ,48081000,168.75,168.75,0,, Yes ,Oct-22
298,24BZUPP8995B1ZK,Ghanshyam Machine Tools,1640,3/9/2024,49500,49500,49500, Inputs ,10091090,4455,4455,0,, Yes ,Oct-22
299,24AAFCG4639K2ZE,GLOBIZZ SYNERGY PRIVATE LIMITED,GLBBRD24030017,3/20/2024,95750,95750,95750, Input Services ,9985,8617.46,8617.46,0,, Yes ,Oct-22
300,24CSZPP8670G1ZU,GREENLINE INDUSTRIES,GE2324/2427,3/4/2024,17472,17472,17472, Inputs ,3919,1572.48,1572.48,0,, Yes ,Oct-22
301,24CSZPP8670G1ZU,GREENLINE INDUSTRIES,GE2324/2428,3/4/2024,17271,17271,17271, Inputs ,3919,1554.39,1554.39,0,, Yes ,Oct-22
302,24CSZPP8670G1ZU,GREENLINE INDUSTRIES,GE2324/2449,3/5/2024,17480,17480,17480, Inputs ,3919,1573.2,1573.2,0,, Yes ,Oct-22
303,24CSZPP8670G1ZU,GREENLINE INDUSTRIES,GE2324/2450,3/5/2024,11860,11860,11860, Inputs ,3919,1067.4,1067.4,0,, Yes ,Oct-22
304,24CSZPP8670G1ZU,GREENLINE INDUSTRIES,GE2324/2463,3/6/2024,47391,47391,47391, Inputs ,3919,4265.22,4265.22,0,, Yes ,Oct-22
305,24CSZPP8670G1ZU,GREENLINE INDUSTRIES,GE2324/2511,3/12/2024,4900,4900,4900, Inputs ,3919,122.5,122.5,0,, Yes ,Oct-22
306,24CSZPP8670G1ZU,GREENLINE INDUSTRIES,GE2324/2549,3/16/2024,49132,49132,49132, Inputs ,3919,4421.85,4421.85,0,, Yes ,Oct-22
307,24CSZPP8670G1ZU,GREENLINE INDUSTRIES,GE2324/2550,3/16/2024,37440,37440,37440, Inputs ,3919,3369.6,3369.6,0,, Yes ,Oct-22
308,24CSZPP8670G1ZU,GREENLINE INDUSTRIES,GE2324/2551,3/16/2024,32448,32448,32448, Inputs ,3919,2920.32,2920.32,0,, Yes ,Oct-22
309,24CSZPP8670G1ZU,GREENLINE INDUSTRIES,GE2324/2625,3/28/2024,46995,46995,46995, Inputs ,3919,4229.55,4229.55,0,, Yes ,Oct-22
310,24CSZPP8670G1ZU,GREENLINE INDUSTRIES,GE2324/2626,3/28/2024,65605,65605,65605, Inputs ,3919,5904.41,5904.41,0,, Yes ,Oct-22
311,24CSZPP8670G1ZU,GREENLINE INDUSTRIES,GE2324/2628,3/28/2024,52276,52276,52276, Inputs ,3919,4704.88,4704.88,0,, Yes ,Oct-22
312,24CSZPP8670G1ZU,GREENLINE INDUSTRIES,GE2324/2629,3/28/2024,27500,27500,27500, Inputs ,3919,2475,2475,0,, Yes ,Oct-22
313,24AAACG6863C1ZV,GUJARAT  PLUG  IN DEVICES  PVT.LTD.,231709,3/1/2024,4200,4200,4200, Inputs ,85043100,378,378,0,, Yes ,Oct-22
